diagnosis_code,ccsr_default,ccsr_1,ccsr_2,ccsr_3,ccsr_4,ccsr_5,ccsr_6,mapping_type,relationship
D160,NEO073,NEO073,,,,,,automatic,Children
D161,NEO073,NEO073,,,,,,automatic,Children
D162,NEO073,NEO073,,,,,,automatic,Children
D163,NEO073,NEO073,,,,,,automatic,Children
D164,NEO073,NEO073,,,,,,direct,
D165,NEO073,NEO073,,,,,,direct,
D166,NEO073,NEO073,,,,,,direct,
D167,NEO073,NEO073,,,,,,direct,
D168,NEO073,NEO073,,,,,,direct,
D169,NEO073,NEO073,,,,,,direct,
D170,NEO073,NEO073,,,,,,direct,
D171,NEO073,NEO073,,,,,,direct,
D172,NEO073,NEO073,,,,,,automatic,Children
D173,NEO073,NEO073,,,,,,automatic,Children
D175,NEO073,NEO073,,,,,,direct,
D177,NEO073,NEO073,,,,,,automatic,Children
D179,NEO073,NEO073,,,,,,direct,
D180,NEO073,NEO073,,,,,,automatic,Children
D181,NEO073,NEO073,,,,,,direct,
D189,NEO073,NEO073,,,,,,automatic,Siblings
D191,NEO073,NEO073,,,,,,direct,
D200,NEO073,NEO073,,,,,,direct,
D210,NEO073,NEO073,,,,,,direct,
D211,NEO073,NEO073,,,,,,automatic,Children
D212,NEO073,NEO073,,,,,,automatic,Children
D213,NEO073,NEO073,,,,,,direct,
D214,NEO073,NEO073,,,,,,direct,
D215,NEO073,NEO073,,,,,,direct,
D216,NEO073,NEO073,,,,,,direct,
D219,NEO073,NEO073,,,,,,direct,
D223,NEO073,NEO073,,,,,,automatic,Children
D225,NEO073,NEO073,,,,,,direct,
D226,NEO073,NEO073,,,,,,automatic,Children
D227,NEO073,NEO073,,,,,,automatic,Children
D229,NEO073,NEO073,,,,,,direct,
D231,NEO073,NEO073,,,,,,automatic,Children
D232,NEO073,NEO073,,,,,,automatic,Children
D233,NEO073,NEO073,,,,,,automatic,Children
D234,NEO073,NEO073,,,,,,direct,
D235,NEO073,NEO073,,,,,,direct,
D236,NEO073,NEO073,,,,,,automatic,Children
D237,NEO073,NEO073,,,,,,automatic,Children
D239,NEO073,NEO073,,,,,,direct,
D249,NEO073,NEO073,,,,,,direct,
D250,NEO073,NEO073,,,,,,direct,
D251,NEO073,NEO073,,,,,,direct,
D252,NEO073,NEO073,,,,,,direct,
D259,NEO073,NEO073,,,,,,direct,
D260,NEO073,NEO073,,,,,,direct,
D270,NEO073,NEO073,,,,,,direct,
D271,NEO073,NEO073,,,,,,direct,
D272,NEO073,NEO073,,,,,,automatic,Siblings
D278,NEO073,NEO073,,,,,,automatic,Siblings
D279,NEO073,NEO073,,,,,,direct,
D280,NEO073,NEO073,,,,,,direct,
D281,NEO073,NEO073,,,,,,direct,
D282,NEO073,NEO073,,,,,,direct,
D290,NEO073,NEO073,,,,,,direct,
D291,NEO073,NEO073,,,,,,direct,
D292,NEO073,NEO073,,,,,,automatic,Children
D293,NEO073,NEO073,,,,,,automatic,Children
D294,NEO073,NEO073,,,,,,direct,
D300,NEO073,NEO073,,,,,,automatic,Children
D301,NEO073,NEO073,,,,,,automatic,Children
D302,NEO073,NEO073,,,,,,automatic,Children
D303,NEO073,NEO073,,,,,,direct,
D310,NEO073,NEO073,,,,,,automatic,Children
D316,NEO073,NEO073,,,,,,automatic,Children
D320,NEO073,NEO073,,,,,,direct,
D321,NEO073,NEO073,,,,,,direct,
D329,NEO073,NEO073,,,,,,direct,
D330,NEO073,NEO073,,,,,,direct,
D331,NEO073,NEO073,,,,,,direct,
D332,NEO073,NEO073,,,,,,direct,
D333,NEO073,NEO073,,,,,,direct,
D334,NEO073,NEO073,,,,,,direct,
D337,NEO073,NEO073,,,,,,direct,
D339,NEO073,NEO073,,,,,,direct,
D349,NEO073,NEO073,,,,,,automatic,Parents
D350,NEO073,NEO073,,,,,,automatic,Children
D351,NEO073,NEO073,,,,,,direct,
D352,NEO073,NEO073,,,,,,direct,
D353,NEO073,NEO073,,,,,,direct,
D354,NEO073,NEO073,,,,,,direct,
D355,NEO073,NEO073,,,,,,direct,
D356,NEO073,NEO073,,,,,,direct,
D358,NEO073,NEO073,,,,,,automatic,Siblings
D360,NEO073,NEO073,,,,,,direct,
D361,NEO073,NEO073,,,,,,automatic,Children
D367,NEO073,NEO073,,,,,,direct,
D369,NEO073,NEO073,,,,,,direct,
D371,NEO072,NEO072,,,,,,direct,
D372,NEO072,NEO072,,,,,,direct,
D374,NEO072,NEO072,,,,,,direct,
D375,NEO072,NEO072,,,,,,direct,
D376,NEO072,NEO072,,,,,,direct,
D377,NEO072,NEO072,,,,,,automatic,Siblings
D381,NEO072,NEO072,,,,,,direct,
D383,NEO072,NEO072,,,,,,direct,
D384,NEO072,NEO072,,,,,,direct,
D391,NEO072,NEO072,,,,,,automatic,Children
D392,NEO072,NEO072,,,,,,direct,
D410,NEO072,NEO072,,,,,,automatic,Children
D411,NEO072,NEO072,,,,,,automatic,Children
D412,NEO072,NEO072,,,,,,automatic,Children
D414,NEO072,NEO072,,,,,,direct,
D420,NEO072,NEO072,,,,,,direct,
D429,NEO072,NEO072,,,,,,direct,
D430,NEO072,NEO072,,,,,,direct,
D431,NEO072,NEO072,,,,,,direct,
D432,NEO072,NEO072,,,,,,direct,
D434,NEO072,NEO072,,,,,,direct,
D437,NEO072,NEO072,,,,,,automatic,Siblings
D439,NEO072,NEO072,,,,,,direct,
D441,NEO072,NEO072,,,,,,automatic,Children
D443,NEO072,NEO072,,,,,,direct,
D459,NEO072,NEO072,,,,,,automatic,Parents
D460,NEO068,NEO068,,,,,,direct,
D461,NEO068,NEO068,,,,,,direct,
D462,NEO068,NEO068,,,,,,automatic,Children
D465,NEO068,NEO068,,,,,,automatic,Siblings
D466,NEO068,NEO068,,,,,,automatic,Siblings
D467,NEO068,NEO068,,,,,,automatic,Siblings
D469,NEO068,NEO068,,,,,,direct,
D471,NEO072,NEO072,,,,,,direct,
D472,NEO072,NEO072,,,,,,direct,
D473,NEO072,NEO072,,,,,,direct,
D474,NEO072,NEO072,,,,,,direct,
D475,NEO072,NEO072,,,,,,automatic,Siblings
D481,NEO072,NEO072,,,,,,direct,
D483,NEO072,NEO072,,,,,,direct,
D484,NEO072,NEO072,,,,,,direct,
D485,NEO072,NEO072,,,,,,direct,
D486,NEO072,NEO072,,,,,,automatic,Children
D487,NEO072,NEO072,,,,,,direct,
D489,NEO072,NEO072,,,,,,direct,
D500,BLD001,BLD001,,,,,,direct,
D501,BLD001,BLD001,SYM005,,,,,direct,
D508,BLD001,BLD001,,,,,,direct,
D509,BLD001,BLD001,,,,,,direct,
D510,BLD001,BLD001,,,,,,direct,
D513,BLD001,BLD001,,,,,,direct,
D518,BLD001,BLD001,,,,,,direct,
D519,BLD001,BLD001,,,,,,direct,
D520,BLD001,BLD001,,,,,,direct,
D529,BLD001,BLD001,,,,,,direct,
D531,BLD001,BLD001,,,,,,direct,
D539,BLD001,BLD001,,,,,,direct,
D550,BLD002,BLD002,,,,,,direct,
D561,BLD002,BLD002,,,,,,direct,
D569,BLD002,BLD002,,,,,,direct,
D570,BLD005,BLD005,,,,,,automatic,Children
D571,BLD005,BLD005,,,,,,direct,
D580,BLD002,BLD002,,,,,,direct,
D582,BLD002,BLD002,,,,,,direct,
D590,INJ030,BLD002,INJ030,,,,,direct,
D591,BLD002,BLD002,,,,,,direct,
D593,BLD002,BLD002,,,,,,direct,
D594,BLD002,BLD002,,,,,,direct,
D595,BLD002,BLD002,,,,,,direct,
D598,BLD002,BLD002,,,,,,direct,
D599,BLD002,BLD002,,,,,,direct,
D609,BLD003,BLD003,,,,,,direct,
D610,BLD003,BLD003,,,,,,automatic,Children
D613,BLD003,BLD003,,,,,,direct,
D618,BLD003,BLD003,,,,,,automatic,Children
D619,BLD003,BLD003,,,,,,direct,
D629,BLD004,BLD004,,,,,,automatic,Parents
D630,NEO074,BLD003,NEO074,,,,,direct,
D638,BLD003,BLD003,,,,,,direct,
D641,BLD003,BLD003,,,,,,direct,
D648,BLD010,BLD010,,,,,,manual,Children
D649,BLD003,BLD003,,,,,,direct,
D659,BLD006,BLD006,,,,,,automatic,Parents
D669,BLD006,BLD006,,,,,,automatic,Parents
D679,BLD006,BLD006,,,,,,automatic,Parents
D680,BLD006,BLD006,,,,,,direct,
D683,BLD006,BLD006,,,,,,automatic,Children
D684,BLD006,BLD006,,,,,,direct,
D685,BLD006,BLD006,,,,,,automatic,Children
D686,BLD006,BLD006,,,,,,automatic,Children
D688,BLD006,BLD006,,,,,,direct,
D689,BLD006,BLD006,,,,,,direct,
D690,BLD006,BLD006,CIR037,,,,,direct,
D692,BLD006,BLD006,,,,,,direct,
D693,BLD006,BLD006,,,,,,direct,
D695,BLD006,BLD006,,,,,,automatic,Children
D696,BLD006,BLD006,,,,,,direct,
D698,BLD006,BLD006,,,,,,direct,
D699,BLD006,BLD006,,,,,,direct,
D709,BLD007,BLD007,,,,,,direct,
D721,BLD007,BLD007,,,,,,direct,
D728,BLD007,BLD007,,,,,,automatic,Children
D733,BLD010,BLD010,,,,,,direct,
D734,BLD010,BLD010,,,,,,direct,
D735,BLD010,BLD010,,,,,,direct,
D738,BLD010,BLD010,,,,,,automatic,Siblings
D739,BLD010,BLD010,,,,,,direct,
D751,BLD010,BLD010,,,,,,direct,
D758,BLD010,BLD010,,,,,,automatic,Siblings
D759,BLD010,BLD010,,,,,,direct,
D761,BLD007,BLD007,,,,,,direct,
D762,BLD007,BLD007,,,,,,direct,
D801,BLD008,BLD008,,,,,,direct,
D809,BLD008,BLD008,,,,,,direct,
D839,BLD008,BLD008,,,,,,direct,
D841,BLD008,BLD008,,,,,,direct,
D849,BLD008,BLD008,,,,,,direct,
D860,BLD008,BLD008,,,,,,direct,
D861,BLD008,BLD008,,,,,,direct,
D862,BLD008,BLD008,,,,,,direct,
D868,BLD008,BLD008,,,,,,automatic,Children
D869,BLD008,BLD008,,,,,,direct,
D898,BLD008,BLD008,,,,,,automatic,Children
E032,INJ030,END001,INJ030,,,,,direct,
E035,END001,END001,NVS013,,,,,direct,
E038,END001,END001,,,,,,direct,
E039,END001,END001,,,,,,direct,
E040,END001,END001,,,,,,direct,
E041,END001,END001,,,,,,direct,
E042,END001,END001,,,,,,direct,
E048,END001,END001,,,,,,direct,
E049,END001,END001,,,,,,direct,
E050,END001,END001,,,,,,automatic,Children
E051,END001,END001,,,,,,automatic,Children
E052,END001,END001,,,,,,automatic,Children
E054,END001,END001,,,,,,automatic,Children
E055,END001,END001,,,,,,automatic,Cousins
E058,END001,END001,,,,,,automatic,Children
E059,END001,END001,,,,,,automatic,Children
E060,END001,END001,,,,,,direct,
E061,END001,END001,,,,,,direct,
E063,END001,END001,,,,,,direct,
E064,INJ030,END001,INJ030,,,,,direct,
E069,END001,END001,,,,,,direct,
E078,END001,END001,,,,,,automatic,Children
E079,END001,END001,,,,,,direct,
E100,END003,END003,END004,,,,,manual,Siblings
E101,END003,END003,END004,,,,,automatic,Children
E102,END003,END003,END004,,,,,automatic,Children
E103,END003,END003,END004,,,,,automatic,Children
E104,END003,END003,END004,,,,,automatic,Children
E105,END003,END003,END004,,,,,automatic,Children
E106,END003,END003,END004,,,,,automatic,Children
E107,END004,END004,,,,,,automatic,Siblings
E108,END003,END003,END004,,,,,direct,
E109,END002,END002,END004,,,,,direct,
E110,END003,END003,END005,,,,,automatic,Children
E111,END003,END003,END005,,,,,automatic,Children
E112,END003,END003,END005,,,,,automatic,Children
E113,END003,END003,END005,,,,,automatic,Children
E114,END003,END003,END005,,,,,automatic,Children
E115,END003,END003,END005,,,,,automatic,Children
E116,END003,END003,END005,,,,,automatic,Children
E117,END005,END005,,,,,,automatic,Siblings
E118,END003,END003,END005,,,,,direct,
E119,END002,END002,END005,,,,,direct,
E131,END003,END003,END006,,,,,automatic,Children
E132,END003,END003,END006,,,,,automatic,Children
E135,END003,END003,END006,,,,,automatic,Children
E136,END003,END003,END006,,,,,automatic,Children
E137,END006,END006,,,,,,automatic,Siblings
E138,END003,END003,END006,,,,,direct,
E139,END002,END002,END006,,,,,direct,
E140,END003,END003,,,,,,semi-automatic,Distant
E141,END003,END003,END006,,,,,semi-automatic,Distant
E142,END003,END003,END006,,,,,semi-automatic,Distant
E143,END003,END003,END006,,,,,semi-automatic,Distant
E144,END003,END003,END006,,,,,semi-automatic,Distant
E145,END003,END003,END006,,,,,semi-automatic,Distant
E146,END003,END003,END006,,,,,semi-automatic,Distant
E147,END003,END003,END006,,,,,semi-automatic,Distant
E148,END003,END003,END006,,,,,semi-automatic,Distant
E149,END002,END002,,,,,,manual,Distant
E159,END015,END015,NVS013,,,,,automatic,Parents
E160,INJ030,END015,INJ030,,,,,direct,
E161,END015,END015,,,,,,direct,
E162,END015,END015,,,,,,direct,
E200,END015,END015,,,,,,direct,
E201,END015,END015,,,,,,direct,
E208,END015,END015,,,,,,direct,
E209,END015,END015,,,,,,direct,
E210,END015,END015,,,,,,direct,
E211,END015,END015,,,,,,direct,
E212,END015,END015,,,,,,direct,
E213,END015,END015,,,,,,direct,
E220,END013,END013,,,,,,direct,
E221,END013,END013,,,,,,direct,
E222,END013,END013,,,,,,direct,
E230,END013,END013,,,,,,direct,
E232,END013,END013,,,,,,direct,
E236,END013,END013,,,,,,direct,
E237,END013,END013,,,,,,direct,
E240,END013,END013,,,,,,direct,
E242,INJ030,END015,INJ030,,,,,direct,
E248,END015,END015,,,,,,direct,
E249,END015,END015,,,,,,direct,
E259,END015,END015,,,,,,direct,
E260,END015,END015,,,,,,automatic,Children
E269,END015,END015,,,,,,direct,
E271,END015,END015,,,,,,direct,
E272,END015,END015,,,,,,direct,
E273,INJ030,END015,INJ030,,,,,direct,
E274,END015,END015,,,,,,automatic,Children
E275,END015,END015,,,,,,direct,
E278,END015,END015,,,,,,direct,
E279,END015,END015,,,,,,direct,
E282,END015,END015,,,,,,direct,
E283,END015,END015,GEN023,GEN024,,,,automatic,Children
E289,END015,END015,,,,,,direct,
E291,END015,END015,,,,,,direct,
E329,END015,END015,,,,,,direct,
E340,END015,END015,,,,,,direct,
E343,END015,END015,,,,,,direct,
E349,END015,END015,,,,,,direct,
E351,END015,END015,,,,,,automatic,Parents
E419,END008,END008,,,,,,automatic,Parents
E429,END008,END008,,,,,,automatic,Parents
E439,END008,END008,,,,,,automatic,Parents
E440,END008,END008,,,,,,direct,
E469,END008,END008,,,,,,automatic,Parents
E470,END008,END008,,,,,,automatic,Extended Family
E500,END007,END007,,,,,,direct,
E509,END007,END007,,,,,,direct,
E512,END007,END007,,,,,,direct,
E519,END007,END007,,,,,,direct,
E538,END007,END007,,,,,,direct,
E539,END007,END007,,,,,,direct,
E559,END007,END007,,,,,,direct,
E561,END007,END007,,,,,,direct,
E568,END007,END007,,,,,,direct,
E569,END007,END007,,,,,,direct,
E589,END007,END007,,,,,,automatic,Parents
E609,END007,END007,,,,,,automatic,Parents
E611,END007,END007,,,,,,direct,
E612,END007,END007,,,,,,direct,
E631,END007,END007,,,,,,direct,
E638,END007,END007,,,,,,direct,
E639,END007,END007,,,,,,direct,
E648,END017,END017,,,,,,direct,
E649,END017,END017,,,,,,direct,
E658,END016,END016,,,,,,automatic,Parents
E659,END016,END016,,,,,,automatic,Parents
E660,END009,END009,,,,,,automatic,Children
E662,END009,END009,,,,,,direct,
E668,END009,END009,,,,,,direct,
E669,END009,END009,,,,,,direct,
E689,END017,END017,,,,,,automatic,Parents
E702,END016,END016,,,,,,automatic,Children
E725,END016,END016,,,,,,automatic,Children
E739,END016,END016,,,,,,direct,
E740,END016,END016,,,,,,automatic,Children
E752,END016,END016,,,,,,automatic,Children
E780,END010,END010,,,,,,direct,
E781,END010,END010,,,,,,direct,
E782,END010,END010,,,,,,direct,
E785,END010,END010,,,,,,direct,
E802,END016,END016,,,,,,automatic,Children
E804,END016,END016,,,,,,direct,
E807,END016,END016,,,,,,direct,
E830,END016,END016,,,,,,automatic,Children
E831,END016,END016,,,,,,automatic,Children
E833,END016,END016,,,,,,automatic,Children
E834,END016,END016,,,,,,automatic,Children
E835,END016,END016,,,,,,automatic,Children
E838,END016,END016,,,,,,automatic,Children
E840,END012,END012,,,,,,direct,
E848,END012,END012,,,,,,direct,
E849,END012,END012,,,,,,direct,
E850,END016,END016,,,,,,direct,
E854,END016,END016,,,,,,direct,
E858,END016,END016,,,,,,direct,
E859,END016,END016,,,,,,direct,
E869,END011,END011,,,,,,direct,
E870,END011,END011,,,,,,direct,
E871,END011,END011,,,,,,direct,
E872,END011,END011,,,,,,direct,
E873,END011,END011,,,,,,direct,
E875,END011,END011,,,,,,direct,
E876,END011,END011,,,,,,direct,
E877,END011,END011,,,,,,automatic,Children
E878,END011,END011,,,,,,direct,
E880,END016,END016,,,,,,automatic,Children
E881,END016,END016,,,,,,direct,
E882,END016,END016,,,,,,direct,
E888,END016,END016,,,,,,automatic,Children
E890,END014,END001,END014,,,,,direct,
E891,END014,END002,END014,,,,,direct,
E892,END014,END014,,,,,,direct,
E893,END014,END014,,,,,,direct,
E894,END014,END014,,,,,,automatic,Children
E896,END014,END014,,,,,,direct,
F000,NVS011,NVS011,,,,,,semi-automatic,Distant
F001,NVS011,NVS011,,,,,,semi-automatic,Distant
F002,NVS011,NVS011,,,,,,semi-automatic,Distant
F009,NVS011,NVS011,,,,,,semi-automatic,Distant
F010,NVS011,NVS011,,,,,,automatic,Cousins
F011,NVS011,NVS011,,,,,,automatic,Cousins
F012,NVS011,NVS011,,,,,,automatic,Cousins
F013,NVS011,NVS011,,,,,,automatic,Cousins
F018,NVS011,NVS011,,,,,,automatic,Cousins
F019,NVS011,NVS011,,,,,,automatic,Cousins
F023,NVS011,NVS011,,,,,,automatic,Cousins
F039,NVS011,NVS011,,,,,,automatic,Children
F050,NVS011,NVS011,,,,,,automatic,Parents
F051,NVS011,NVS011,,,,,,automatic,Parents
F058,NVS011,NVS011,,,,,,automatic,Parents
F059,NVS011,NVS011,,,,,,automatic,Parents
F060,MBD001,MBD001,,,,,,direct,
F062,MBD001,MBD001,,,,,,direct,
F063,MBD004,MBD004,,,,,,semi-automatic,Close
F064,MBD005,MBD005,,,,,,direct,
F067,MBD013,MBD013,,,,,,semi-automatic,Close
F069,MBD013,MBD013,,,,,,semi-automatic,Close
F070,MBD009,MBD009,,,,,,direct,
F072,MBD013,MBD013,,,,,,semi-automatic,Close
F079,MBD013,MBD013,,,,,,direct,
F099,MBD013,MBD013,,,,,,automatic,Parents
F100,MBD017,MBD017,,,,,,semi-automatic,Distant
F101,MBD017,MBD017,,,,,,semi-automatic,Close
F102,MBD017,MBD017,,,,,,semi-automatic,Close
F103,MBD017,MBD017,,,,,,semi-automatic,Distant
F104,MBD017,MBD017,,,,,,semi-automatic,Distant
F105,MBD017,MBD017,,,,,,semi-automatic,Distant
F106,MBD017,MBD017,,,,,,semi-automatic,Distant
F107,MBD017,MBD017,,,,,,semi-automatic,Distant
F108,MBD017,MBD017,,,,,,semi-automatic,Distant
F109,MBD017,MBD017,,,,,,automatic,Children
F110,MBD018,MBD018,,,,,,semi-automatic,Distant
F111,MBD018,MBD018,,,,,,semi-automatic,Close
F112,MBD018,MBD018,,,,,,semi-automatic,Close
F113,MBD018,MBD018,,,,,,semi-automatic,Distant
F120,MBD019,MBD019,,,,,,semi-automatic,Distant
F121,MBD019,MBD019,,,,,,semi-automatic,Close
F122,MBD019,MBD019,,,,,,semi-automatic,Close
F125,MBD019,MBD019,,,,,,semi-automatic,Distant
F130,MBD020,MBD020,,,,,,semi-automatic,Distant
F131,MBD020,MBD020,,,,,,semi-automatic,Close
F132,MBD020,MBD020,,,,,,semi-automatic,Close
F133,MBD020,MBD020,,,,,,semi-automatic,Distant
F140,MBD021,MBD021,,,,,,semi-automatic,Distant
F141,MBD021,MBD021,,,,,,semi-automatic,Close
F142,MBD021,MBD021,,,,,,semi-automatic,Close
F143,MBD021,MBD021,,,,,,semi-automatic,Distant
F145,MBD021,MBD021,,,,,,semi-automatic,Distant
F150,MBD021,MBD021,,,,,,semi-automatic,Distant
F151,MBD021,MBD021,,,,,,semi-automatic,Close
F152,MBD021,MBD021,,,,,,semi-automatic,Close
F153,MBD021,MBD021,,,,,,semi-automatic,Distant
F161,MBD022,MBD022,,,,,,semi-automatic,Close
F171,MBD024,MBD024,,,,,,semi-automatic,Distant
F190,MBD025,MBD025,,,,,,semi-automatic,Distant
F191,MBD025,MBD025,,,,,,semi-automatic,Close
F192,MBD025,MBD025,,,,,,semi-automatic,Close
F193,MBD025,MBD025,,,,,,semi-automatic,Distant
F195,MBD025,MBD025,,,,,,semi-automatic,Distant
F199,MBD025,MBD025,,,,,,automatic,Children
F200,MBD001,MBD001,,,,,,direct,
F201,MBD001,MBD001,,,,,,direct,
F202,MBD001,MBD001,,,,,,direct,
F203,MBD001,MBD001,,,,,,direct,
F209,MBD001,MBD001,,,,,,direct,
F219,MBD001,MBD001,MBD009,,,,,automatic,Parents
F220,MBD001,MBD001,,,,,,automatic,Parents
F228,MBD001,MBD001,,,,,,automatic,Parents
F229,MBD001,MBD001,,,,,,automatic,Parents
F230,MBD001,MBD001,,,,,,automatic,Parents
F233,MBD001,MBD001,,,,,,automatic,Parents
F238,MBD001,MBD001,,,,,,automatic,Parents
F239,MBD001,MBD001,,,,,,automatic,Parents
F250,MBD001,MBD001,,,,,,direct,
F251,MBD001,MBD001,,,,,,direct,
F258,MBD001,MBD001,,,,,,direct,
F259,MBD001,MBD001,,,,,,direct,
F289,MBD001,MBD001,,,,,,automatic,Parents
F299,MBD001,MBD001,,,,,,automatic,Parents
F309,MBD003,MBD003,,,,,,direct,
F310,MBD003,MBD003,,,,,,direct,
F311,MBD003,MBD003,,,,,,automatic,Children
F312,MBD003,MBD003,,,,,,direct,
F313,MBD003,MBD003,,,,,,automatic,Children
F314,MBD003,MBD003,,,,,,direct,
F316,MBD003,MBD003,,,,,,automatic,Children
F319,MBD003,MBD003,,,,,,direct,
F320,MBD002,MBD002,,,,,,direct,
F321,MBD002,MBD002,,,,,,direct,
F322,MBD002,MBD002,,,,,,direct,
F323,MBD002,MBD002,,,,,,direct,
F328,MBD002,MBD002,,,,,,direct,
F329,MBD002,MBD002,,,,,,direct,
F330,MBD002,MBD002,,,,,,direct,
F331,MBD002,MBD002,,,,,,direct,
F332,MBD002,MBD002,,,,,,direct,
F333,MBD002,MBD002,,,,,,direct,
F334,MBD002,MBD002,,,,,,automatic,Siblings
F338,MBD002,MBD002,,,,,,direct,
F339,MBD002,MBD002,,,,,,direct,
F341,MBD002,MBD002,,,,,,direct,
F399,MBD004,MBD004,,,,,,automatic,Parents
F409,MBD005,MBD005,,,,,,direct,
F410,MBD005,MBD005,,,,,,direct,
F411,MBD005,MBD005,,,,,,direct,
F412,MBD005,MBD005,,,,,,automatic,Siblings
F413,MBD005,MBD005,,,,,,direct,
F418,MBD005,MBD005,,,,,,direct,
F419,MBD005,MBD005,,,,,,direct,
F422,MBD006,MBD006,,,,,,direct,
F429,MBD006,MBD006,,,,,,direct,
F430,MBD007,MBD007,,,,,,direct,
F431,MBD007,MBD007,,,,,,automatic,Children
F432,MBD007,MBD007,,,,,,automatic,Children
F438,MBD007,MBD007,,,,,,direct,
F439,MBD007,MBD007,,,,,,direct,
F444,MBD007,MBD007,,,,,,direct,
F445,MBD007,MBD007,,,,,,direct,
F447,MBD007,MBD007,,,,,,direct,
F448,MBD007,MBD007,,,,,,automatic,Children
F449,MBD007,MBD007,,,,,,direct,
F450,MBD011,MBD011,,,,,,direct,
F451,MBD011,MBD011,,,,,,direct,
F452,MBD011,MBD011,,,,,,automatic,Siblings
F453,MBD011,MBD011,,,,,,automatic,Siblings
F454,MBD011,MBD011,,,,,,automatic,Children
F458,MBD011,MBD011,,,,,,direct,
F459,MBD011,MBD011,,,,,,direct,
F489,MBD013,MBD013,,,,,,direct,
F500,MBD010,MBD010,,,,,,automatic,Children
F501,MBD010,MBD010,,,,,,automatic,Siblings
F502,MBD010,MBD010,,,,,,direct,
F505,MBD010,MBD010,,,,,,automatic,Siblings
F508,MBD010,MBD010,,,,,,direct,
F509,MBD010,MBD010,,,,,,direct,
F510,NVS016,NVS016,,,,,,automatic,Children
F511,NVS016,NVS016,,,,,,automatic,Children
F512,NVS016,NVS016,,,,,,automatic,Siblings
F513,NVS016,NVS016,,,,,,direct,
F519,NVS016,NVS016,,,,,,direct,
F550,MBD013,MBD013,,,,,,direct,
F551,MBD013,MBD013,,,,,,direct,
F552,MBD013,MBD013,,,,,,direct,
F555,MBD013,MBD013,,,,,,automatic,Siblings
F558,MBD013,MBD013,,,,,,direct,
F559,MBD013,MBD013,,,,,,automatic,Siblings
F599,MBD013,MBD013,,,,,,automatic,Parents
F602,MBD009,MBD008,MBD009,,,,,direct,
F603,MBD009,MBD009,,,,,,direct,
F606,MBD009,MBD009,,,,,,direct,
F609,MBD009,MBD009,,,,,,direct,
F610,MBD009,MBD008,MBD009,,,,,semi-automatic,Distant
F628,MBD009,MBD009,,,,,,semi-automatic,Distant
F629,MBD009,MBD009,,,,,,semi-automatic,Distant
F680,MBD011,MBD011,,,,,,semi-automatic,Close
F681,MBD011,MBD011,,,,,,automatic,Children
F699,MBD009,MBD009,,,,,,automatic,Parents
F701,MBD014,MBD014,,,,,,automatic,Parents
F711,MBD014,MBD014,,,,,,automatic,Parents
F799,MBD014,MBD014,,,,,,automatic,Parents
F801,MBD014,MBD014,,,,,,direct,
F803,MBD014,MBD014,,,,,,automatic,Siblings
F840,MBD014,MBD014,,,,,,direct,
F845,MBD014,MBD014,,,,,,direct,
F849,MBD014,MBD014,,,,,,direct,
F899,MBD014,MBD014,,,,,,automatic,Parents
F900,MBD014,MBD014,,,,,,direct,
F901,MBD014,MBD014,,,,,,direct,
F909,MBD014,MBD014,,,,,,direct,
F919,MBD008,MBD008,,,,,,direct,
F920,MBD004,MBD004,,,,,,manual,Distant
F959,MBD014,MBD014,,,,,,direct,
F985,MBD014,MBD014,,,,,,direct,
F986,MBD013,MBD013,,,,,,semi-automatic,Close
F999,MBD013,MBD013,,,,,,automatic,Parents
G000,NVS001,INF003,NVS001,,,,,direct,
G001,NVS001,INF003,NVS001,,,,,direct,
G002,NVS001,INF003,NVS001,,,,,direct,
G003,NVS001,INF003,NVS001,,,,,direct,
G008,NVS001,INF003,NVS001,,,,,direct,
G009,NVS001,INF003,NVS001,,,,,direct,
G019,NVS001,INF003,NVS001,,,,,automatic,Parents
G020,NVS001,INF009,NVS001,,,,,automatic,Parents
G028,NVS001,INF009,NVS001,,,,,automatic,Parents
G030,NVS001,NVS001,,,,,,direct,
G031,NVS001,NVS001,,,,,,direct,
G038,NVS001,NVS001,,,,,,direct,
G039,NVS001,NVS001,,,,,,direct,
G040,NVS002,NVS002,,,,,,automatic,Children
G048,NVS002,NVS002,,,,,,automatic,Children
G049,NVS002,NVS002,,,,,,automatic,Children
G051,NVS002,NVS002,,,,,,automatic,Siblings
G052,NVS002,NVS002,,,,,,automatic,Siblings
G060,NVS014,NVS014,,,,,,direct,
G061,NVS014,NVS014,,,,,,direct,
G062,NVS014,NVS014,,,,,,direct,
G079,NVS014,NVS014,,,,,,automatic,Parents
G099,NVS022,NVS022,,,,,,automatic,Parents
G109,NVS006,NVS006,,,,,,automatic,Parents
G112,NVS006,NVS006,,,,,,direct,
G121,NVS006,NVS006,,,,,,direct,
G122,NVS006,NVS006,,,,,,automatic,Children
G129,NVS006,NVS006,,,,,,direct,
G130,NVS020,NVS020,,,,,,direct,
G138,NVS020,NVS020,,,,,,direct,
G149,NVS003,NVS003,,,,,,automatic,Parents
G209,NVS004,NVS004,,,,,,automatic,Parents
G210,NVS004,INJ030,NVS004,,,,,direct,
G219,NVS004,NVS004,,,,,,direct,
G229,NVS004,NVS004,,,,,,semi-automatic,Distant
