diagnosis_code,ccsr_default,ccsr_1,ccsr_2,ccsr_3,ccsr_4,ccsr_5,ccsr_6,mapping_type,relationship
N144,GEN001,GEN001,INJ030,,,,,Direct,
N047,GEN001,GEN001,,,,,,Direct,
N042,GEN001,GEN001,,,,,,Direct,
N045,GEN001,GEN001,,,,,,Direct,
N170,GEN002,GEN002,,,,,,Direct,
N179,GEN002,GEN002,,,,,,Direct,
N19,GEN002,GEN002,,,,,,Direct,
N178,GEN002,GEN002,,,,,,Direct,
N172,GEN002,GEN002,,,,,,Direct,
N171,GEN002,GEN002,,,,,,Direct,
N185,GEN003,GEN003,,,,,,Direct,
I12,GEN003,CIR008,GEN003,,,,,Automatic,Children
I13,GEN003,CIR008,GEN003,,,,,Automatic,Children
N181,GEN003,GEN003,,,,,,Direct,
N184,GEN003,GEN003,,,,,,Direct,
N189,GEN003,GEN003,,,,,,Direct,
Z490,GEN003,FAC010,GEN003,,,,,Automatic,Children
Z492,GEN003,FAC010,GEN003,,,,,Automatic,Cousins
Z491,GEN003,FAC010,GEN003,,,,,Automatic,Cousins
N12,GEN004,GEN004,,,,,,Direct,
N136,GEN004,GEN004,,,,,,Direct,
N390,GEN004,GEN004,,,,,,Direct,
N10,GEN004,GEN004,,,,,,Direct,
N151,GEN004,GEN004,,,,,,Direct,
N300,GEN004,GEN004,,,,,,Automatic,Children
N301,GEN004,GEN004,,,,,,Automatic,Children
N302,GEN004,GEN004,,,,,,Automatic,Children
N304,GEN004,GEN004,,,,,,Automatic,Children
N341,GEN004,GEN004,,,,,,Direct,
N342,GEN004,GEN004,,,,,,Direct,
N308,GEN004,GEN004,,,,,,Automatic,Children
N309,GEN004,GEN004,,,,,,Automatic,Children
N111,GEN004,GEN004,,,,,,Direct,
N118,GEN004,GEN004,,,,,,Direct,
N119,GEN004,GEN004,,,,,,Direct,
N110,GEN004,GEN004,,,,,,Direct,
N200,GEN005,GEN005,,,,,,Direct,
N201,GEN005,GEN005,,,,,,Direct,
N210,GEN005,GEN005,,,,,,Direct,
N209,GEN005,GEN005,,,,,,Direct,
N202,GEN005,GEN005,,,,,,Direct,
N228,GEN005,GEN005,,,,,,Automatic,Parents
N135,GEN006,GEN006,,,,,,Direct,
N139,GEN006,GEN006,,,,,,Direct,
N258,GEN006,GEN006,,,,,,Automatic,Children
N251,GEN006,GEN006,,,,,,Direct,
N289,GEN006,GEN006,,,,,,Direct,
N133,GEN006,GEN006,,,,,,Automatic,Children
N131,GEN006,GEN006,,,,,,Direct,
N26,GEN006,GEN006,,,,,,Semi-automatic,Close
N280,GEN006,GEN006,,,,,,Direct,
N2888,GEN006,GEN006,,,,,,Automatic,Siblings
N23,GEN006,GEN006,,,,,,Direct,
N138,GEN006,GEN006,,,,,,Direct,
N298,GEN006,GEN006,,,,,,Automatic,Parents
N132,GEN006,GEN005,GEN006,,,,,Direct,
N134,GEN006,GEN006,,,,,,Direct,
N130,GEN006,GEN006,,,,,,Direct,
N281,GEN006,GEN006,,,,,,Direct,
N2885,GEN006,GEN006,,,,,,Direct,
N318,GEN007,GEN007,,,,,,Direct,
N321,GEN007,GEN007,,,,,,Direct,
N312,GEN007,GEN007,,,,,,Direct,
N319,GEN007,GEN007,,,,,,Direct,
N324,GEN007,GEN007,,,,,,Automatic,Siblings
N328,GEN007,GEN007,,,,,,Automatic,Children
N320,GEN007,GEN007,,,,,,Direct,
N322,GEN007,GEN007,,,,,,Direct,
N359,GEN007,GEN007,,,,,,Direct,
N360,GEN007,GEN007,,,,,,Direct,
N368,GEN007,GEN007,,,,,,Direct,
R32,GEN008,GEN008,,,,,,Direct,
N394,GEN008,GEN008,,,,,,Automatic,Children
N3939,GEN008,GEN008,,,,,,Automatic,Parents
N3930,GEN008,GEN008,,,,,,Automatic,Parents
N022,GEN009,GEN001,GEN009,,,,,Direct,
R318,GEN009,GEN009,,,,,,Automatic,Siblings
N021,GEN009,GEN001,GEN009,,,,,Direct,
N028,GEN009,GEN001,GEN009,,,,,Direct,
N023,GEN009,GEN001,GEN009,,,,,Direct,
N029,GEN009,GEN001,GEN009,,,,,Direct,
R310,GEN009,GEN009,,,,,,Direct,
N027,GEN009,GEN001,GEN009,,,,,Direct,
R311,GEN009,GEN009,,,,,,Direct,
R80,GEN010,GEN010,,,,,,Automatic,Children
N061,GEN010,GEN001,GEN010,,,,,Direct,
N068,GEN010,GEN001,GEN010,,,,,Direct,
N065,GEN010,GEN001,GEN010,,,,,Direct,
N40,GEN012,GEN012,,,,,,Automatic,Children
N419,GEN013,GEN013,,,,,,Direct,
N4592,GEN013,GEN013,,,,,,Automatic,Cousins
N492,GEN013,GEN013,,,,,,Direct,
N410,GEN013,GEN013,,,,,,Direct,
N4500,GEN013,GEN013,,,,,,Automatic,Cousins
N491,GEN013,GEN013,,,,,,Direct,
N4590,GEN013,GEN013,,,,,,Automatic,Cousins
N4502,GEN013,GEN013,,,,,,Automatic,Cousins
N4828,GEN013,GEN013,,,,,,Automatic,Siblings
N411,GEN013,GEN013,,,,,,Direct,
N412,GEN013,GEN013,,,,,,Direct,
N493,GEN013,CIR028,GEN013,,,,,Direct,
N481,GEN013,GEN013,,,,,,Direct,
N4820,GEN013,GEN013,,,,,,Automatic,Siblings
N4821,GEN013,GEN013,,,,,,Direct,
N499,GEN013,GEN013,,,,,,Direct,
N413,GEN013,GEN013,,,,,,Direct,
N418,GEN013,GEN013,,,,,,Direct,
N498,GEN013,GEN013,,,,,,Direct,
N4591,GEN013,GEN013,,,,,,Automatic,Cousins
N508,GEN016,GEN016,,,,,,Direct,
N511,GEN016,GEN016,,,,,,Automatic,Parents
N433,GEN016,GEN016,,,,,,Direct,
N509,GEN016,GEN016,,,,,,Direct,
N470,GEN016,GEN016,,,,,,Direct,
N483,GEN016,GEN016,,,,,,Automatic,Children
N488,GEN016,GEN016,,,,,,Automatic,Children
N429,GEN016,GEN016,,,,,,Direct,
N471,GEN016,GEN016,,,,,,Direct,
N61,GEN017,GEN017,,,,,,Direct,
N648,GEN017,GEN017,,,,,,Automatic,Children
N641,GEN017,GEN017,,,,,,Direct,
N644,GEN017,GEN017,,,,,,Direct,
N63,GEN017,GEN017,,,,,,Direct,
N770,GEN018,GEN018,,,,,,Direct,
N719,GEN018,GEN018,,,,,,Direct,
N739,GEN018,GEN018,,,,,,Direct,
N7688,GEN018,GEN018,,,,,,Automatic,Siblings
N700,GEN018,GEN018,,,,,,Automatic,Children
N760,GEN018,GEN018,,,,,,Direct,
N766,GEN018,GEN018,,,,,,Direct,
N709,GEN018,GEN018,,,,,,Automatic,Children
N762,GEN018,GEN018,,,,,,Direct,
B373,GEN018,GEN018,GEN025,INF004,,,,Direct,
N764,GEN018,GEN018,,,,,,Direct,
N730,GEN018,GEN018,,,,,,Direct,
N751,GEN018,GEN018,,,,,,Direct,
N735,GEN018,GEN018,,,,,,Direct,
N771,GEN018,GEN018,,,,,,Direct,
N744,GEN018,GEN018,,,,,,Automatic,Parents
N733,GEN018,GEN018,,,,,,Direct,
N72,GEN018,GEN018,,,,,,Direct,
N809,GEN019,GEN019,,,,,,Direct,
N808,GEN019,GEN019,,,,,,Direct,
N805,GEN019,GEN019,,,,,,Direct,
N803,GEN019,GEN019,,,,,,Direct,
N800,GEN019,GEN019,,,,,,Direct,
N813,GEN020,GEN020,,,,,,Direct,
N814,GEN020,GEN020,,,,,,Direct,
N811,GEN020,GEN020,,,,,,Automatic,Children
N812,GEN020,GEN020,,,,,,Direct,
N946,GEN021,GEN021,,,,,,Direct,
N920,GEN021,GEN021,,,,,,Direct,
N921,GEN021,GEN021,,,,,,Direct,
N832,GEN022,GEN022,,,,,,Automatic,Children
N830,GEN022,GEN022,,,,,,Direct,
N831,GEN022,GEN022,,,,,,Direct,
N950,GEN023,GEN023,,,,,,Direct,
N924,GEN023,GEN023,,,,,,Direct,
N952,GEN023,GEN023,GEN025,,,,,Direct,
N939,GEN025,GEN025,,,,,,Direct,
N940,GEN025,GEN025,,,,,,Direct,
N840,GEN025,GEN025,,,,,,Direct,
N938,GEN025,GEN025,,,,,,Direct,
N820,GEN025,GEN025,,,,,,Direct,
N851,GEN025,GEN025,,,,,,Automatic,Siblings
N823,GEN025,GEN025,,,,,,Direct,
N839,GEN025,GEN025,,,,,,Direct,
N948,GEN025,GEN025,,,,,,Automatic,Children
N857,GEN025,GEN025,,,,,,Direct,
N824,GEN025,GEN025,,,,,,Direct,
N9951,GEN026,GEN026,,,,,,Automatic,Children
N990,GEN026,GEN002,GEN026,,,,,Direct,
N998,GEN026,GEN026,,,,,,Automatic,Children
N9952,GEN026,GEN026,,,,,,Automatic,Children
N981,GEN026,GEN026,,,,,,Direct,
N9950,GEN026,GEN026,,,,,,Automatic,Cousins
A170,INF001,INF001,NVS001,,,,,Direct,
A1621,INF001,INF001,,,,,,Automatic,Extended Family
A1501,INF001,INF001,,,,,,Automatic,Parents
A1691,INF001,INF001,,,,,,Automatic,Extended Family
A151,INF001,INF001,,,,,,Automatic,Siblings
A1520,INF001,INF001,,,,,,Automatic,Cousins
A192,INF001,INF001,,,,,,Direct,
A198,INF001,INF001,,,,,,Direct,
A1521,INF001,INF001,,,,,,Automatic,Cousins
A199,INF001,INF001,,,,,,Direct,
A1620,INF001,INF001,,,,,,Automatic,Extended Family
A178,INF001,INF001,,,,,,Automatic,Children
A1500,INF001,INF001,,,,,,Automatic,Parents
A190,INF001,INF001,,,,,,Direct,
A1690,INF001,INF001,,,,,,Automatic,Extended Family
A183,INF001,INF001,,,,,,Automatic,Children
A184,INF001,INF001,,,,,,Direct,
A191,INF001,INF001,,,,,,Direct,
A180,INF001,INF001,,,,,,Automatic,Children
A185,INF001,INF001,,,,,,Automatic,Children
A188,INF001,INF001,,,,,,Automatic,Children
A182,INF001,INF001,,,,,,Direct,
A167,INF001,INF001,,,,,,Automatic,Extended Family
A155,INF001,INF001,RSP006,,,,,Direct,
A1610,INF001,INF001,,,,,,Automatic,Extended Family
A1611,INF001,INF001,,,,,,Automatic,Extended Family
A181,INF001,INF001,,,,,,Automatic,Children
A164,INF001,INF001,,,,,,Automatic,Extended Family
A165,INF001,INF001,,,,,,Automatic,Extended Family
A168,INF001,INF001,,,,,,Automatic,Extended Family
A154,INF001,INF001,,,,,,Direct,
A157,INF001,INF001,RSP016,,,,,Direct,
A156,INF001,INF001,RSP011,,,,,Direct,
A163,INF001,INF001,,,,,,Automatic,Extended Family
A1531,INF001,INF001,,,,,,Automatic,Cousins
A1591,INF001,INF001,RSP016,,,,,Automatic,Parents
A160,INF001,INF001,,,,,,Automatic,Extended Family
A1590,INF001,INF001,RSP016,,,,,Automatic,Parents
A158,INF001,INF001,RSP016,,,,,Direct,
A419,INF002,INF002,INF003,,,,,Direct,
A4150,INF002,INF002,INF003,,,,,Direct,
A4180,INF002,INF002,INF003,,,,,Automatic,Siblings
A4188,INF002,INF002,INF003,,,,,Automatic,Siblings
A021,INF002,INF002,INF003,,,,,Direct,
A4151,INF002,INF002,INF003,,,,,Direct,
A4152,INF002,INF002,INF003,,,,,Direct,
A4158,INF002,INF002,INF003,,,,,Automatic,Siblings
A418,INF002,INF002,,,,,,Automatic,Children
A410,INF002,INF002,INF003,,,,,Automatic,Children
A403,INF002,INF002,INF003,,,,,Direct,
A408,INF002,INF002,INF003,,,,,Direct,
A409,INF002,INF002,INF003,,,,,Direct,
A5486,INF002,INF002,INF010,,,,,Direct,
A327,INF002,INF002,INF003,,,,,Direct,
A392,INF002,INF002,INF003,,,,,Direct,
A393,INF002,INF002,INF003,,,,,Direct,
A394,INF002,INF002,INF003,,,,,Direct,
A400,INF002,INF002,INF003,,,,,Direct,
A401,INF002,INF002,INF003,,,,,Direct,
A402,INF002,INF002,INF003,,,,,Automatic,Siblings
A4020,INF002,INF002,INF003,,,,,Automatic,Cousins
A4021,INF002,INF002,INF003,,,,,Automatic,Cousins
A411,INF002,INF002,INF003,,,,,Direct,
A412,INF002,INF002,INF003,,,,,Direct,
A413,INF002,INF002,INF003,,,,,Direct,
A414,INF002,INF002,INF003,,,,,Direct,
B377,INF002,INF002,INF004,,,,,Direct,
B007,INF002,INF002,INF008,,,,,Direct,
A498,INF003,INF003,,,,,,Direct,
A028,INF003,INF003,,,,,,Direct,
A010,INF003,INF003,,,,,,Automatic,Children
A022,INF003,INF003,,,,,,Automatic,Children
A499,INF003,INF003,,,,,,Direct,
A483,INF003,INF003,,,,,,Direct,
A488,INF003,INF003,,,,,,Direct,
A490,INF003,INF003,,,,,,Automatic,Children
A208,INF003,INF003,,,,,,Direct,
A230,INF003,INF003,,,,,,Direct,
A238,INF003,INF003,,,,,,Direct,
A239,INF003,INF003,,,,,,Direct,
A259,INF003,INF003,,,,,,Direct,
A269,INF003,INF003,,,,,,Direct,
A270,INF003,INF003,,,,,,Direct,
A279,INF003,INF003,,,,,,Direct,
A280,INF003,INF003,,,,,,Direct,
A281,INF003,INF003,,,,,,Direct,
A300,INF003,INF003,,,,,,Direct,
A305,INF003,INF003,,,,,,Direct,
A312,INF003,INF003,,,,,,Direct,
A318,INF003,INF003,,,,,,Direct,
A319,INF003,INF003,,,,,,Direct,
A321,INF003,INF003,,,,,,Automatic,Children
A328,INF003,INF003,,,,,,Automatic,Children
A329,INF003,INF003,,,,,,Direct,
A369,INF003,INF003,,,,,,Direct,
A38,INF003,INF003,,,,,,Automatic,Children
A398,INF003,INF003,,,,,,Automatic,Children
A399,INF003,INF003,,,,,,Direct,
A491,INF003,INF003,,,,,,Direct,
A492,INF003,INF003,,,,,,Direct,
A493,INF003,INF003,,,,,,Direct,
J152,INF003,INF003,RSP002,,,,,Automatic,Children
A480,INF003,INF003,,,,,,Direct,
A429,INF003,INF003,,,,,,Direct,
A420,INF003,INF003,,,,,,Direct,
A428,INF003,INF003,,,,,,Automatic,Children
A438,INF003,INF003,,,,,,Direct,
A439,INF003,INF003,,,,,,Direct,
A440,INF003,INF003,,,,,,Direct,
A449,INF003,INF003,,,,,,Direct,
A749,INF003,INF003,,,,,,Direct,
A78,INF003,INF003,,,,,,Direct,
B3788,INF004,INF004,,,,,,Automatic,Siblings
B409,INF004,INF004,,,,,,Direct,
B3780,INF004,INF004,,,,,,Automatic,Siblings
B379,INF004,INF004,,,,,,Direct,
B393,INF004,INF004,,,,,,Direct,
B417,INF004,INF004,,,,,,Direct,
B427,INF004,INF004,,,,,,Direct,
B408,INF004,INF004,,,,,,Automatic,Children
B353,INF004,INF004,,,,,,Direct,
B356,INF004,INF004,,,,,,Direct,
B49,INF004,INF004,,,,,,Direct,
B368,INF004,INF004,,,,,,Direct,
B359,INF004,INF004,,,,,,Direct,
B479,INF004,INF004,,,,,,Direct,
B407,INF004,INF004,,,,,,Direct,
B485,INF004,INF004,,,,,,Automatic,Siblings
B461,INF004,INF004,,,,,,Direct,
B468,INF004,INF004,,,,,,Direct,
B374,INF004,INF004,,,,,,Automatic,Children
B449,INF004,INF004,,,,,,Direct,
B448,INF004,INF004,,,,,,Automatic,Children
B447,INF004,INF004,,,,,,Direct,
B488,INF004,INF004,,,,,,Direct,
A059,INF005,INF005,,,,,,Direct,
A050,INF005,INF005,,,,,,Direct,
A051,INF005,INF005,,,,,,Direct,
B24,INF006,INF006,,,,,,Automatic,Siblings
Z21,INF006,INF006,,,,,,Direct,
B182,INF007,INF007,INF008,,,,,Direct,
B179,INF007,INF007,INF008,,,,,Direct,
K701,INF007,INF007,MBD017,,,,,Automatic,Children
B169,INF007,INF007,INF008,,,,,Direct,
B181,INF007,INF007,INF008,,,,,Direct,
B171,INF007,INF007,INF008,,,,,Automatic,Children
B170,INF007,INF007,INF008,,,,,Direct,
B189,INF007,INF007,INF008,,,,,Direct,
B199,INF007,INF007,INF008,,,,,Direct,
B159,INF007,INF007,INF008,,,,,Direct,
B172,INF007,INF007,INF008,,,,,Direct,
B178,INF007,INF007,INF008,,,,,Direct,
B180,INF007,INF007,INF008,,,,,Direct,
B161,INF007,INF007,INF008,,,,,Direct,
B162,INF007,INF007,INF008,NVS013,,,,Direct,
B251,INF007,INF007,INF008,,,,,Direct,
B349,INF008,INF008,,,,,,Direct,
B018,INF008,INF008,,,,,,Automatic,Children
B279,INF008,INF008,,,,,,Automatic,Children
A923,INF008,INF008,,,,,,Automatic,Children
B059,INF008,INF008,,,,,,Direct,
B029,INF008,INF008,,,,,,Direct,
A90,INF008,INF008,,,,,,Direct,
B269,INF008,INF008,,,,,,Direct,
A920,INF008,INF008,,,,,,Direct,
B330,INF008,INF008,,,,,,Direct,
B332,INF008,INF008,,,,,,Automatic,Children
B338,INF008,INF008,,,,,,Direct,
B259,INF008,INF008,,,,,,Direct,
B340,INF008,INF008,,,,,,Direct,
B011,INF008,INF008,,,,,,Automatic,Children
B334,INF008,INF008,,,,,,Direct,
B341,INF008,INF008,,,,,,Direct,
A970,INF008,INF008,,,,,,Automatic,Extended Family
B258,INF008,INF008,,,,,,Direct,
B270,INF008,INF008,,,,,,Automatic,Children
B008,INF008,INF008,,,,,,Automatic,Children
B009,INF008,INF008,,,,,,Direct,
B028,INF008,INF008,,,,,,Direct,
B019,INF008,INF008,,,,,,Direct,
B342,INF008,INF008,,,,,,Direct,
B343,INF008,INF008,,,,,,Direct,
B348,INF008,INF008,,,,,,Direct,
A91,INF008,INF008,,,,,,Direct,
B022,INF008,INF008,,,,,,Automatic,Children
B09,INF008,INF008,,,,,,Direct,
B027,INF008,INF008,,,,,,Direct,
A928,INF008,INF008,,,,,,Direct,
A971,INF008,INF008,,,,,,Automatic,Extended Family
A979,INF008,INF008,,,,,,Automatic,Extended Family
A99,INF008,INF008,,,,,,Direct,
B271,INF008,INF008,,,,,,Automatic,Children
B278,INF008,INF008,,,,,,Automatic,Children
B023,INF008,INF008,,,,,,Automatic,Children
B005,INF008,INF008,,,,,,Automatic,Children
A681,INF009,INF009,,,,,,Direct,
B509,INF009,INF009,,,,,,Direct,
B54,INF009,INF009,,,,,,Direct,
A689,INF009,INF009,,,,,,Direct,
A692,INF009,INF009,,,,,,Automatic,Children
B690,INF009,INF009,,,,,,Direct,
B678,INF009,INF009,,,,,,Direct,
B679,INF009,INF009,,,,,,Automatic,Children
B500,INF009,INF009,,,,,,Direct,
B519,INF009,INF009,,,,,,Direct,
B508,INF009,INF009,,,,,,Direct,
B518,INF009,INF009,,,,,,Direct,
B99,INF009,INF009,,,,,,Automatic,Children
B661,INF009,INF009,,,,,,Direct,
A771,INF009,INF009,,,,,,Direct,
B551,INF009,INF009,,,,,,Direct,
B588,INF009,INF009,,,,,,Automatic,Children
B589,INF009,INF009,,,,,,Direct,
B832,INF009,INF009,,,,,,Direct,
B530,INF009,INF009,,,,,,Direct,
A779,INF009,INF009,,,,,,Direct,
B659,INF009,INF009,,,,,,Direct,
B529,INF009,INF009,,,,,,Direct,
B538,INF009,INF009,,,,,,Direct,
B86,INF009,INF009,,,,,,Direct,
B658,INF009,INF009,,,,,,Direct,
B89,INF009,INF009,,,,,,Direct,
B888,INF009,INF009,,,,,,Direct,
B789,INF009,INF009,,,,,,Direct,
B829,INF009,INF009,,,,,,Direct,
B64,INF009,INF009,,,,,,Direct,
B780,INF009,INF009,,,,,,Direct,
B852,INF009,INF009,,,,,,Direct,
B874,INF009,INF009,,,,,,Direct,
B787,INF009,INF009,,,,,,Direct,
A523,INF010,INF010,NVS003,,,,,Direct,
A539,INF010,INF010,,,,,,Direct,
A600,INF010,INF008,INF010,,,,,Automatic,Children
A527,INF010,INF010,,,,,,Automatic,Children
A513,INF010,INF010,,,,,,Automatic,Children
A528,INF010,INF010,,,,,,Direct,
A530,INF010,INF010,,,,,,Direct,
A64,INF010,INF010,,,,,,Direct,
A601,INF010,DIG015,INF008,INF010,,,,Direct,
A544,INF010,INF010,,,,,,Automatic,Children
A563,INF010,DIG015,INF010,,,,,Direct,
A630,INF010,DIG015,INF008,INF010,,,,Direct,
A521,INF010,INF010,,,,,,Automatic,Children
A514,INF010,INF010,,,,,,Automatic,Children
A549,INF010,INF010,,,,,,Direct,
A55,INF010,INF010,,,,,,Direct,
A568,INF010,INF010,,,,,,Direct,
A561,INF010,INF010,,,,,,Automatic,Children
A5488,INF010,INF010,,,,,,Automatic,Siblings
A522,INF010,INF010,NVS003,,,,,Direct,
U071,INF012,INF012,,,,,,Direct,
U072,INF012,INF012,,,,,,Semi-automatic,Close
S02000,INJ001,INJ001,,,,,,Semi-automatic,Distant
S02480,INJ001,INJ001,,,,,,Semi-automatic,Distant
S02100,INJ001,INJ001,,,,,,Semi-automatic,Distant
S02200,INJ001,INJ001,,,,,,Semi-automatic,Distant
S02400,INJ001,INJ001,,,,,,Semi-automatic,Close
S02600,INJ001,INJ001,,,,,,Semi-automatic,Close
S02420,INJ001,INJ001,,,,,,Semi-automatic,Distant
S02440,INJ001,INJ001,,,,,,Semi-automatic,Distant
S02620,INJ001,INJ001,,,,,,Semi-automatic,Close
S02670,INJ001,INJ001,,,,,,Semi-automatic,Close
S02421,INJ001,INJ001,,,,,,Semi-automatic,Distant
S02001,INJ001,INJ001,,,,,,Semi-automatic,Distant
S02490,INJ001,INJ001,,,,,,Semi-automatic,Distant
S025,INJ001,INJ001,,,,,,Semi-automatic,Close
S02300,INJ001,INJ001,,,,,,Semi-automatic,Distant
S02601,INJ001,INJ001,,,,,,Semi-automatic,Close
S02410,INJ001,INJ001,,,,,,Semi-automatic,Distant
S12900,INJ001,INJ001,,,,,,Manual,Distant
S02671,INJ001,INJ001,,,,,,Semi-automatic,Close
S02700,INJ001,INJ001,,,,,,Semi-automatic,Distant
S02301,INJ001,INJ001,,,,,,Semi-automatic,Distant
S02610,INJ001,INJ001,,,,,,Semi-automatic,Close
S12800,INJ001,INJ001,,,,,,Manual,Distant
S02890,INJ001,INJ001,,,,,,Semi-automatic,Distant
S02611,INJ001,INJ001,,,,,,Semi-automatic,Close
S02891,INJ001,INJ001,,,,,,Semi-automatic,Distant
S02201,INJ001,INJ001,,,,,,Semi-automatic,Distant
S02900,INJ001,INJ001,,,,,,Semi-automatic,Distant
S02701,INJ001,INJ001,,,,,,Semi-automatic,Distant
S12210,INJ002,INJ002,,,,,,Semi-automatic,Distant
S22010,INJ002,INJ002,,,,,,Semi-automatic,Close
S12100,INJ002,INJ002,,,,,,Semi-automatic,Close
S12200,INJ002,INJ002,,,,,,Semi-automatic,Close
S32000,INJ002,INJ002,,,,,,Semi-automatic,Close
S32040,INJ002,INJ002,,,,,,Semi-automatic,Close
S32100,INJ002,INJ002,,,,,,Semi-automatic,Distant
S12700,INJ002,INJ002,,,,,,Semi-automatic,Distant
S12101,INJ002,INJ002,,,,,,Semi-automatic,Close
S32030,INJ002,INJ002,,,,,,Semi-automatic,Close
S32010,INJ002,INJ002,,,,,,Semi-automatic,Close
S32090,INJ002,INJ002,,,,,,Semi-automatic,Distant
S22011,INJ002,INJ002,,,,,,Semi-automatic,Close
S22090,INJ002,INJ002,,,,,,Semi-automatic,Distant
S22100,INJ002,INJ002,,,,,,Semi-automatic,Distant
S32800,INJ002,INJ002,INJ003,,,,,Semi-automatic,Distant
S12201,INJ002,INJ002,,,,,,Semi-automatic,Close
S32200,INJ002,INJ002,,,,,,Semi-automatic,Distant
S12000,INJ002,INJ002,,,,,,Semi-automatic,Close
S32700,INJ002,INJ002,INJ003,,,,,Semi-automatic,Distant
T080,INJ002,INJ002,,,,,,Manual,Distant
S32801,INJ002,INJ002,INJ003,,,,,Semi-automatic,Distant
S32701,INJ002,INJ002,INJ003,,,,,Semi-automatic,Distant
S32020,INJ002,INJ002,,,,,,Semi-automatic,Close
S22000,INJ002,INJ002,,,,,,Semi-automatic,Close
S12001,INJ002,INJ002,,,,,,Semi-automatic,Close
S32500,INJ003,INJ003,,,,,,Semi-automatic,Distant
S22300,INJ003,INJ003,,,,,,Semi-automatic,Distant
S22200,INJ003,INJ003,,,,,,Semi-automatic,Distant
S22410,INJ003,INJ003,,,,,,Semi-automatic,Distant
S22490,INJ003,INJ003,,,,,,Semi-automatic,Distant
S22411,INJ003,INJ003,,,,,,Semi-automatic,Distant
S22400,INJ003,INJ003,,,,,,Semi-automatic,Distant
S22401,INJ003,INJ003,,,,,,Semi-automatic,Distant
S32300,INJ003,INJ003,,,,,,Semi-automatic,Distant
S22500,INJ003,INJ003,,,,,,Semi-automatic,Distant
S22800,INJ003,INJ003,,,,,,Semi-automatic,Distant
S32400,INJ003,INJ003,,,,,,Semi-automatic,Distant
S32501,INJ003,INJ003,,,,,,Semi-automatic,Close
S32401,INJ003,INJ003,,,,,,Semi-automatic,Close
S42300,INJ004,INJ004,,,,,,Semi-automatic,Distant
S52580,INJ004,INJ004,,,,,,Semi-automatic,Distant
S42301,INJ004,INJ004,,,,,,Semi-automatic,Close
S42110,INJ004,INJ004,,,,,,Semi-automatic,Distant
S52590,INJ004,INJ004,,,,,,Semi-automatic,Distant
S42390,INJ004,INJ004,,,,,,Semi-automatic,Distant
S52591,INJ004,INJ004,,,,,,Semi-automatic,Close
S52600,INJ004,INJ004,,,,,,Semi-automatic,Distant
S42100,INJ004,INJ004,,,,,,Semi-automatic,Distant
S42420,INJ004,INJ004,,,,,,Semi-automatic,Distant
S42480,INJ004,INJ004,,,,,,Semi-automatic,Distant
S42400,INJ004,INJ004,,,,,,Semi-automatic,Distant
S52601,INJ004,INJ004,,,,,,Semi-automatic,Close
S42010,INJ004,INJ004,,,,,,Semi-automatic,Distant
S42200,INJ004,INJ004,,,,,,Semi-automatic,Distant
S42401,INJ004,INJ004,,,,,,Semi-automatic,Close
S42430,INJ004,INJ004,,,,,,Semi-automatic,Distant
S42000,INJ004,INJ004,,,,,,Semi-automatic,Distant
S42020,INJ004,INJ004,,,,,,Semi-automatic,Distant
S42410,INJ004,INJ004,,,,,,Semi-automatic,Distant
S42190,INJ004,INJ004,,,,,,Semi-automatic,Distant
S42021,INJ004,INJ004,,,,,,Semi-automatic,Close
S42090,INJ004,INJ004,,,,,,Semi-automatic,Distant
S52800,INJ004,INJ004,,,,,,Semi-automatic,Distant
S42181,INJ004,INJ004,,,,,,Semi-automatic,Distant
S42280,INJ004,INJ004,,,,,,Semi-automatic,Distant
S42180,INJ004,INJ004,,,,,,Semi-automatic,Distant
S42210,INJ004,INJ004,,,,,,Semi-automatic,Distant
S62600,INJ004,INJ004,,,,,,Semi-automatic,Close
S42120,INJ004,INJ004,,,,,,Semi-automatic,Distant
S42281,INJ004,INJ004,,,,,,Semi-automatic,Distant
S42290,INJ004,INJ004,,,,,,Semi-automatic,Distant
S62800,INJ004,INJ004,,,,,,Semi-automatic,Distant
S42481,INJ004,INJ004,,,,,,Semi-automatic,Close
S42490,INJ004,INJ004,,,,,,Semi-automatic,Distant
S42491,INJ004,INJ004,,,,,,Semi-automatic,Close
S42700,INJ004,INJ004,,,,,,Semi-automatic,Distant
S42800,INJ004,INJ004,,,,,,Semi-automatic,Distant
S42900,INJ004,INJ004,,,,,,Semi-automatic,Distant
S62400,INJ004,INJ004,,,,,,Semi-automatic,Distant
S62470,INJ004,INJ004,,,,,,Semi-automatic,Distant
S62490,INJ004,INJ004,,,,,,Semi-automatic,Distant
S62500,INJ004,INJ004,,,,,,Semi-automatic,Distant
S62590,INJ004,INJ004,,,,,,Semi-automatic,Distant
S42220,INJ004,INJ004,,,,,,Semi-automatic,Distant
S62601,INJ004,INJ004,,,,,,Semi-automatic,Close
S62671,INJ004,INJ004,,,,,,Semi-automatic,Distant
S42221,INJ004,INJ004,,,,,,Semi-automatic,Close
S52500,INJ004,INJ004,,,,,,Semi-automatic,Distant
S52000,INJ004,INJ004,,,,,,Semi-automatic,Distant
S52101,INJ004,INJ004,,,,,,Semi-automatic,Close
S52200,INJ004,INJ004,,,,,,Semi-automatic,Distant
S52201,INJ004,INJ004,,,,,,Semi-automatic,Close
